localminute,H1_grid,H1_dishwasher1,H1_car1,H1_livingroom1,H1_clotheswasher1,H1_office1,H1_lights_plugs1,H1_bathroom1,H2_grid,H2_dishwasher1,H2_kitchenapp2,H2_microwave1,H2_dryg1,H2_furnace1,H2_refrigerator1,H2_disposal1,H3_grid,H3_oven1,H3_refrigerator1,H3_microwave1,H3_venthood1,H3_solar,H3_dryg1
2018-01-01 19:29:00-06:00,1.457,0.001,0.003,0.217,0.017,0.131,0.018,0.019,1.823,0.002,0.038,0.003,0.258,0.737,0.005,0.007,1.112,0.007,0.174,0.003,0.119,-0.004,0.0
2018-01-01 19:30:00-06:00,1.435,0.001,0.003,0.217,0.002,0.132,0.029,0.029,1.487,0.002,0.038,0.005,0.258,0.398,0.005,0.007,1.116,0.007,0.173,0.003,0.119,-0.004,0.0
2018-01-01 19:31:00-06:00,1.399,0.001,0.004,0.217,0.002,0.131,0.029,0.029,2.289,0.001,0.038,0.416,0.259,0.789,0.005,0.006,1.111,0.007,0.171,0.003,0.119,-0.004,0.0
2018-01-01 19:32:00-06:00,1.29,0.001,0.004,0.217,0.002,0.132,0.029,0.03,1.901,0.002,0.038,0.003,0.26,0.813,0.005,0.007,1.107,0.041,0.169,0.003,0.119,-0.004,0.001
2018-01-01 19:33:00-06:00,1.274,0.001,0.004,0.217,0.002,0.131,0.029,0.03,1.669,0.002,0.038,0.003,0.011,0.807,0.008,0.006,1.085,0.064,0.175,0.003,0.119,-0.004,0.001
2018-01-01 19:34:00-06:00,1.273,0.001,0.004,0.217,0.002,0.13,0.029,0.03,1.681,0.002,0.038,0.003,0.001,0.804,0.005,0.006,1.05,0.064,0.168,0.003,0.119,-0.004,0.001
2018-01-01 19:35:00-06:00,1.339,0.001,0.003,0.217,0.002,0.129,0.029,0.029,1.683,0.002,0.038,0.003,0.001,0.802,0.006,0.006,1.054,0.064,0.172,0.003,0.119,-0.004,0.001
2018-01-01 19:36:00-06:00,1.377,0.001,0.003,0.216,0.002,0.129,0.029,0.029,1.655,0.002,0.038,0.003,0.001,0.8,0.005,0.006,1.091,0.064,0.212,0.003,0.119,-0.004,0.001
2018-01-01 19:37:00-06:00,1.418,0.001,0.003,0.216,0.002,0.129,0.029,0.029,1.703,0.002,0.038,0.003,0.001,0.798,0.005,0.006,1.236,0.063,0.177,0.003,0.082,-0.004,0.001
2018-01-01 19:38:00-06:00,1.381,0.001,0.004,0.216,0.002,0.129,0.029,0.03,1.723,0.002,0.038,0.003,0.001,0.796,0.007,0.006,0.938,0.064,0.177,0.003,0.0,-0.004,0.001
2018-01-01 19:39:00-06:00,1.288,0.001,0.004,0.216,0.002,0.129,0.029,0.03,1.751,0.002,0.038,0.003,0.001,0.796,0.005,0.007,0.953,0.064,0.175,0.003,0.0,-0.004,0.001
2018-01-01 19:40:00-06:00,1.279,0.001,0.004,0.216,0.002,0.13,0.029,0.03,1.795,0.002,0.038,0.003,0.001,0.795,0.005,0.007,1.007,0.064,0.179,0.003,0.0,-0.004,0.001
2018-01-01 19:41:00-06:00,1.255,0.001,0.004,0.216,0.002,0.13,0.029,0.03,1.81,0.002,0.038,0.003,0.001,0.794,0.03,0.007,1.021,0.064,0.18,0.003,0.0,-0.004,0.001
2018-01-01 19:42:00-06:00,1.239,0.001,0.004,0.216,0.002,0.129,0.029,0.03,1.828,0.002,0.038,0.003,0.001,0.793,0.059,0.007,1.015,0.064,0.17,0.003,0.0,-0.004,0.0
2018-01-01 19:43:00-06:00,1.296,0.002,0.004,0.216,0.002,0.129,0.029,0.03,1.942,0.002,0.038,0.003,0.001,0.793,0.06,0.126,1.009,0.044,0.169,0.003,0.0,-0.004,0.0
2018-01-01 19:44:00-06:00,1.444,0.001,0.003,0.216,0.002,0.129,0.029,0.029,1.84,0.002,0.038,0.003,0.001,0.792,0.069,0.006,1.006,0.008,0.189,0.003,0.0,-0.004,0.001
2018-01-01 19:45:00-06:00,1.64,0.002,0.003,0.216,0.002,0.129,0.029,0.03,1.787,0.002,0.038,0.003,0.001,0.74,0.07,0.007,0.994,0.008,0.168,0.003,0.0,-0.004,0.0
2018-01-01 19:46:00-06:00,1.616,0.002,0.003,0.216,0.002,0.13,0.029,0.03,1.759,0.002,0.038,0.003,0.001,0.713,0.069,0.007,1.074,0.007,0.168,0.003,0.0,-0.004,0.001
2018-01-01 19:47:00-06:00,1.705,0.002,0.003,0.215,0.002,0.129,0.029,0.03,1.764,0.002,0.038,0.003,0.001,0.719,0.071,0.007,1.532,0.006,0.169,0.003,0.0,-0.004,0.003
2018-01-01 19:48:00-06:00,1.55,0.002,0.004,0.216,0.002,0.129,0.029,0.03,1.764,0.002,0.038,0.003,0.001,0.723,0.069,0.007,1.62,0.006,0.169,0.003,0.0,-0.004,0.003
2018-01-01 19:49:00-06:00,1.5,0.001,0.004,0.216,0.002,0.13,0.029,0.03,1.764,0.002,0.038,0.003,0.001,0.725,0.068,0.007,1.661,0.006,0.168,0.003,0.0,-0.004,0.003
2018-01-01 19:50:00-06:00,1.529,0.002,0.004,0.216,0.002,0.13,0.029,0.03,1.768,0.002,0.038,0.003,0.001,0.726,0.07,0.007,1.7,0.006,0.168,0.003,0.0,-0.004,0.003
2018-01-01 19:51:00-06:00,1.544,0.001,0.004,0.217,0.002,0.13,0.029,0.03,1.771,0.002,0.038,0.003,0.001,0.728,0.068,0.007,1.68,0.006,0.167,0.003,0.0,-0.004,0.003
2018-01-01 19:52:00-06:00,4.23,0.001,0.004,0.216,0.002,0.13,0.029,0.03,1.777,0.002,0.038,0.003,0.001,0.729,0.071,0.007,1.662,0.006,0.167,0.003,0.0,-0.004,0.003
2018-01-01 19:53:00-06:00,6.738,0.001,0.003,0.217,0.002,0.13,0.029,0.029,1.688,0.002,0.038,0.003,0.001,0.73,0.067,0.006,1.662,0.006,0.166,0.003,0.0,-0.004,0.003
2018-01-01 19:54:00-06:00,6.662,0.001,0.003,0.217,0.002,0.129,0.029,0.029,1.664,0.002,0.038,0.003,0.001,0.73,0.068,0.006,1.662,0.006,0.166,0.003,0.0,-0.004,0.003
2018-01-01 19:55:00-06:00,6.633,0.001,0.003,0.217,0.002,0.13,0.029,0.029,1.661,0.002,0.038,0.003,0.001,0.731,0.065,0.006,1.649,0.006,0.166,0.003,0.0,-0.004,0.003
2018-01-01 19:56:00-06:00,2.267,0.001,0.004,0.217,0.002,0.13,0.029,0.029,1.664,0.002,0.038,0.003,0.001,0.732,0.066,0.006,1.669,0.006,0.166,0.003,0.0,-0.004,0.003
2018-01-01 19:57:00-06:00,6.578,0.001,0.004,0.217,0.002,0.129,0.029,0.029,1.664,0.002,0.038,0.003,0.001,0.732,0.065,0.006,1.676,0.006,0.165,0.003,0.0,-0.004,0.003
2018-01-01 19:58:00-06:00,2.517,0.001,0.004,0.217,0.002,0.13,0.029,0.029,1.663,0.002,0.038,0.003,0.001,0.732,0.063,0.006,1.655,0.006,0.165,0.003,0.0,-0.004,0.003
2018-01-01 19:59:00-06:00,2.678,0.001,0.004,0.217,0.002,0.131,0.029,0.029,1.661,0.002,0.038,0.003,0.001,0.733,0.063,0.006,1.648,0.006,0.165,0.003,0.0,-0.004,0.003
2018-01-01 20:00:00-06:00,1.487,0.002,0.004,0.217,0.002,0.13,0.029,0.029,1.648,0.002,0.038,0.003,0.001,0.733,0.05,0.006,2.236,0.007,0.164,0.615,0.0,-0.004,0.004
2018-01-01 20:01:00-06:00,1.458,0.002,0.005,0.217,0.002,0.13,0.029,0.029,1.631,0.002,0.038,0.003,0.001,0.734,0.034,0.006,1.645,0.006,0.164,0.003,0.0,-0.004,0.003
2018-01-01 20:02:00-06:00,5.365,0.002,0.004,0.217,0.002,0.13,0.029,0.029,1.631,0.002,0.038,0.003,0.001,0.734,0.034,0.006,1.588,0.006,0.163,0.003,0.0,-0.004,0.003
2018-01-01 20:03:00-06:00,4.292,0.003,0.007,0.217,0.002,0.13,0.029,0.029,1.639,0.002,0.038,0.003,0.001,0.735,0.042,0.006,1.52,0.007,0.124,0.003,0.0,-0.004,0.003
2018-01-01 20:04:00-06:00,1.992,0.003,0.007,0.217,0.002,0.13,0.029,0.029,1.642,0.002,0.038,0.003,0.001,0.735,0.043,0.006,1.41,0.007,0.018,0.005,0.0,-0.004,0.003
2018-01-01 20:05:00-06:00,1.55,0.002,0.004,0.217,0.002,0.13,0.029,0.03,1.646,0.002,0.038,0.003,0.001,0.736,0.045,0.006,1.379,0.007,0.009,0.003,0.0,-0.004,0.003
2018-01-01 20:06:00-06:00,1.517,0.002,0.005,0.217,0.002,0.13,0.029,0.03,1.648,0.002,0.038,0.003,0.001,0.735,0.044,0.006,1.372,0.007,0.009,0.003,0.0,-0.004,0.003
2018-01-01 20:07:00-06:00,1.513,0.002,0.005,0.217,0.002,0.13,0.029,0.03,1.649,0.002,0.038,0.003,0.001,0.735,0.044,0.006,1.474,0.007,0.009,0.003,0.0,-0.004,0.003
2018-01-01 20:08:00-06:00,1.461,0.002,0.004,0.216,0.002,0.131,0.029,0.03,1.648,0.002,0.038,0.003,0.001,0.735,0.044,0.006,1.352,0.007,0.009,0.003,0.0,-0.004,0.002
2018-01-01 20:09:00-06:00,1.459,0.002,0.004,0.216,0.002,0.131,0.029,0.03,1.65,0.002,0.038,0.003,0.001,0.736,0.044,0.006,0.892,0.008,0.008,0.003,0.0,-0.005,0.0
2018-01-01 20:10:00-06:00,1.49,0.002,0.004,0.216,0.002,0.131,0.029,0.03,1.653,0.002,0.038,0.003,0.001,0.736,0.045,0.006,0.885,0.008,0.008,0.003,0.0,-0.005,0.0
2018-01-01 20:11:00-06:00,1.597,0.002,0.004,0.216,0.002,0.131,0.029,0.03,1.651,0.002,0.038,0.003,0.001,0.736,0.044,0.006,0.887,0.008,0.008,0.003,0.0,-0.005,0.0
2018-01-01 20:12:00-06:00,1.537,0.002,0.004,0.216,0.002,0.132,0.029,0.03,1.649,0.002,0.038,0.003,0.001,0.735,0.043,0.006,0.917,0.008,0.008,0.003,0.0,-0.005,0.0
2018-01-01 20:13:00-06:00,1.572,0.002,0.003,0.216,0.002,0.131,0.029,0.03,1.646,0.002,0.038,0.003,0.001,0.736,0.043,0.006,0.976,0.008,0.061,0.003,0.0,-0.004,0.0
2018-01-01 20:14:00-06:00,1.575,0.002,0.004,0.216,0.002,0.132,0.029,0.03,1.65,0.002,0.038,0.003,0.001,0.736,0.046,0.006,1.078,0.008,0.186,0.003,0.0,-0.004,0.0
2018-01-01 20:15:00-06:00,1.534,0.002,0.004,0.216,0.002,0.131,0.029,0.03,1.684,0.002,0.038,0.003,0.001,0.736,0.079,0.006,1.07,0.008,0.177,0.003,0.0,-0.004,0.0
2018-01-01 20:16:00-06:00,1.528,0.002,0.005,0.216,0.002,0.131,0.029,0.03,1.661,0.002,0.038,0.003,0.001,0.737,0.094,0.006,1.069,0.008,0.173,0.003,0.0,-0.004,0.0
2018-01-01 20:17:00-06:00,1.499,0.002,0.004,0.216,0.002,0.13,0.029,0.029,1.642,0.002,0.038,0.003,0.001,0.737,0.102,0.006,1.066,0.008,0.171,0.003,0.0,-0.004,0.0
2018-01-01 20:18:00-06:00,1.498,0.002,0.004,0.216,0.002,0.13,0.029,0.03,1.728,0.002,0.038,0.003,0.001,0.737,0.111,0.006,1.064,0.008,0.167,0.003,0.0,-0.004,0.0
2018-01-01 20:19:00-06:00,1.458,0.002,0.004,0.216,0.002,0.13,0.029,0.03,1.89,0.002,0.038,0.003,0.001,0.759,0.111,0.006,0.974,0.008,0.164,0.003,0.0,-0.004,0.0
2018-01-01 20:20:00-06:00,1.614,0.002,0.004,0.217,0.002,0.13,0.029,0.029,1.515,0.002,0.039,0.003,0.001,0.375,0.118,0.006,1.015,0.008,0.162,0.003,0.0,-0.004,0.001
2018-01-01 20:21:00-06:00,1.605,0.002,0.003,0.217,0.002,0.129,0.029,0.029,1.986,0.001,0.038,0.003,0.001,0.817,0.151,0.006,1.376,0.007,0.161,0.003,0.0,-0.004,0.002
2018-01-01 20:22:00-06:00,1.609,0.001,0.003,0.217,0.002,0.13,0.029,0.029,1.96,0.002,0.038,0.003,0.001,0.81,0.13,0.006,1.558,0.007,0.16,0.003,0.0,-0.004,0.003
2018-01-01 20:23:00-06:00,1.54,0.002,0.003,0.217,0.002,0.129,0.029,0.03,1.952,0.002,0.038,0.003,0.001,0.806,0.108,0.006,1.552,0.007,0.159,0.003,0.0,-0.004,0.003
2018-01-01 20:24:00-06:00,1.569,0.002,0.004,0.217,0.002,0.13,0.029,0.03,1.962,0.002,0.038,0.003,0.001,0.803,0.099,0.006,1.556,0.007,0.158,0.003,0.0,-0.004,0.003
2018-01-01 20:25:00-06:00,1.426,0.001,0.004,0.217,0.002,0.13,0.029,0.03,1.948,0.002,0.038,0.003,0.001,0.801,0.101,0.006,1.609,0.007,0.158,0.003,0.0,-0.004,0.003
2018-01-01 20:26:00-06:00,1.382,0.001,0.004,0.217,0.002,0.13,0.029,0.029,1.944,0.002,0.038,0.003,0.001,0.798,0.102,0.006,1.576,0.007,0.157,0.003,0.0,-0.004,0.003
2018-01-01 20:27:00-06:00,1.38,0.001,0.004,0.217,0.002,0.13,0.029,0.03,1.93,0.002,0.038,0.003,0.001,0.797,0.093,0.006,1.106,0.008,0.039,0.003,0.0,-0.004,0.001
2018-01-01 20:28:00-06:00,1.341,0.001,0.004,0.217,0.002,0.13,0.029,0.03,1.89,0.002,0.038,0.003,0.001,0.796,0.093,0.006,0.766,0.009,0.001,0.003,0.0,-0.005,0.0
2018-01-01 20:29:00-06:00,1.357,0.002,0.004,0.217,0.002,0.13,0.029,0.029,1.848,0.001,0.038,0.003,0.001,0.795,0.095,0.006,0.75,0.008,0.001,0.003,0.0,-0.005,0.0
2018-01-01 20:30:00-06:00,1.396,0.002,0.004,0.217,0.002,0.13,0.029,0.029,1.862,0.001,0.038,0.003,0.001,0.794,0.095,0.006,0.752,0.008,0.001,0.003,0.0,-0.005,0.0
2018-01-01 20:31:00-06:00,1.414,0.002,0.004,0.217,0.002,0.13,0.029,0.029,1.926,0.001,0.038,0.003,0.001,0.793,0.091,0.006,0.733,0.008,0.001,0.003,0.0,-0.005,0.0
2018-01-01 20:32:00-06:00,1.332,0.002,0.004,0.217,0.002,0.13,0.029,0.03,1.934,0.002,0.038,0.003,0.001,0.793,0.01,0.006,0.754,0.009,0.001,0.003,0.0,-0.005,0.0
2018-01-01 20:33:00-06:00,1.269,0.002,0.004,0.217,0.002,0.129,0.029,0.03,1.924,0.002,0.038,0.003,0.001,0.792,0.007,0.006,0.758,0.008,0.001,0.003,0.0,-0.005,0.0
2018-01-01 20:34:00-06:00,1.259,0.002,0.004,0.217,0.002,0.13,0.018,0.019,1.92,0.002,0.038,0.003,0.001,0.791,0.007,0.006,0.753,0.008,0.001,0.003,0.0,-0.005,0.0
2018-01-01 20:35:00-06:00,1.24,0.002,0.004,0.216,0.002,0.129,0.001,0.002,1.931,0.002,0.038,0.003,0.001,0.792,0.007,0.006,0.758,0.009,0.003,0.003,0.0,-0.005,0.0
2018-01-01 20:36:00-06:00,1.216,0.002,0.004,0.216,0.002,0.13,0.001,0.001,2.146,0.001,0.039,0.003,0.001,0.791,0.007,0.006,0.779,0.008,0.008,0.003,0.0,-0.005,0.0
2018-01-01 20:37:00-06:00,1.297,0.002,0.004,0.216,0.002,0.129,0.001,0.002,2.171,0.001,0.039,0.003,0.001,0.791,0.009,0.006,0.849,0.008,0.008,0.003,0.0,-0.005,0.0
2018-01-01 20:38:00-06:00,1.438,0.002,0.004,0.216,0.002,0.129,0.001,0.002,2.165,0.001,0.039,0.003,0.001,0.79,0.007,0.006,0.85,0.008,0.008,0.003,0.0,-0.005,0.0
2018-01-01 20:39:00-06:00,1.59,0.002,0.003,0.216,0.002,0.129,0.001,0.001,2.147,0.001,0.039,0.003,0.001,0.79,0.007,0.006,0.849,0.008,0.008,0.003,0.0,-0.005,0.0
2018-01-01 20:40:00-06:00,1.57,0.002,0.003,0.216,0.002,0.129,0.001,0.001,2.153,0.001,0.039,0.003,0.001,0.79,0.007,0.006,0.853,0.008,0.008,0.003,0.0,-0.005,0.0
2018-01-01 20:41:00-06:00,1.504,0.002,0.004,0.216,0.002,0.129,0.001,0.002,2.146,0.001,0.039,0.003,0.001,0.789,0.007,0.006,0.83,0.008,0.008,0.003,0.0,-0.005,0.0
2018-01-01 20:42:00-06:00,1.42,0.002,0.004,0.216,0.002,0.13,0.001,0.002,2.112,0.001,0.039,0.003,0.001,0.789,0.009,0.006,0.896,0.008,0.008,0.003,0.0,-0.005,0.001
2018-01-01 20:43:00-06:00,1.424,0.002,0.004,0.216,0.002,0.129,0.009,0.01,2.104,0.001,0.039,0.003,0.001,0.789,0.006,0.006,1.272,0.007,0.009,0.003,0.0,-0.004,0.002
2018-01-01 20:44:00-06:00,1.473,0.002,0.004,0.216,0.002,0.129,0.029,0.03,2.123,0.001,0.039,0.003,0.001,0.788,0.004,0.006,1.438,0.007,0.009,0.003,0.0,-0.004,0.003
2018-01-01 20:45:00-06:00,1.469,0.002,0.004,0.217,0.002,0.129,0.029,0.029,2.135,0.001,0.039,0.003,0.001,0.789,0.004,0.006,1.53,0.007,0.19,0.003,0.0,-0.004,0.003
2018-01-01 20:46:00-06:00,1.435,0.002,0.004,0.217,0.002,0.133,0.029,0.03,2.127,0.001,0.039,0.003,0.001,0.789,0.004,0.006,1.723,0.006,0.395,0.004,0.0,-0.004,0.003
2018-01-01 20:47:00-06:00,1.574,0.001,0.004,0.217,0.002,0.13,0.029,0.03,2.125,0.001,0.039,0.003,0.001,0.788,0.005,0.006,1.743,0.006,0.389,0.004,0.0,-0.004,0.003
2018-01-01 20:48:00-06:00,1.637,0.001,0.003,0.217,0.002,0.13,0.029,0.03,2.016,0.001,0.039,0.003,0.001,0.705,0.003,0.006,1.179,0.007,0.384,0.003,0.0,-0.004,0.001
2018-01-01 20:49:00-06:00,1.737,0.001,0.003,0.217,0.002,0.13,0.029,0.03,2.012,0.001,0.039,0.003,0.001,0.712,0.059,0.006,0.944,0.008,0.209,0.003,0.0,-0.005,0.001
2018-01-01 20:50:00-06:00,1.678,0.001,0.004,0.217,0.002,0.13,0.029,0.029,2.023,0.001,0.039,0.003,0.001,0.717,0.064,0.006,0.912,0.008,0.172,0.003,0.0,-0.005,0.0
2018-01-01 20:51:00-06:00,1.68,0.001,0.004,0.217,0.002,0.13,0.029,0.03,2.054,0.001,0.039,0.003,0.001,0.72,0.084,0.006,0.915,0.008,0.17,0.003,0.0,-0.005,0.0
2018-01-01 20:52:00-06:00,1.66,0.001,0.004,0.218,0.002,0.13,0.007,0.007,2.086,0.001,0.039,0.003,0.001,0.721,0.112,0.006,0.906,0.008,0.169,0.003,0.0,-0.005,0.0
2018-01-01 20:53:00-06:00,1.674,0.001,0.004,0.218,0.002,0.132,0.001,0.002,2.052,0.001,0.039,0.003,0.001,0.723,0.102,0.006,0.897,0.008,0.168,0.003,0.0,-0.005,0.0
2018-01-01 20:54:00-06:00,1.687,0.001,0.004,0.218,0.002,0.131,0.019,0.02,2.002,0.001,0.039,0.003,0.0,0.725,0.105,0.006,0.896,0.008,0.167,0.003,0.0,-0.005,0.0
2018-01-01 20:55:00-06:00,1.697,0.001,0.004,0.218,0.002,0.13,0.029,0.029,1.991,0.001,0.039,0.003,0.0,0.726,0.102,0.006,0.897,0.008,0.166,0.003,0.0,-0.005,0.0
2018-01-01 20:56:00-06:00,1.665,0.001,0.004,0.218,0.002,0.13,0.029,0.029,1.99,0.001,0.039,0.003,0.0,0.727,0.098,0.006,0.899,0.008,0.166,0.003,0.0,-0.005,0.0
2018-01-01 20:57:00-06:00,1.605,0.002,0.004,0.218,0.002,0.13,0.029,0.03,1.991,0.001,0.039,0.003,0.0,0.728,0.097,0.006,0.896,0.008,0.163,0.003,0.0,-0.005,0.0
2018-01-01 20:58:00-06:00,1.642,0.002,0.004,0.218,0.002,0.13,0.029,0.03,1.988,0.001,0.039,0.003,0.0,0.729,0.093,0.006,0.895,0.008,0.161,0.003,0.0,-0.005,0.0
2018-01-01 20:59:00-06:00,1.789,0.003,0.004,0.218,0.002,0.129,0.029,0.03,1.993,0.001,0.039,0.003,0.0,0.73,0.094,0.006,0.873,0.008,0.16,0.003,0.0,-0.005,0.001
2018-01-01 21:00:00-06:00,1.644,0.002,0.004,0.218,0.002,0.13,0.029,0.03,1.993,0.001,0.039,0.003,0.0,0.73,0.09,0.006,0.97,0.008,0.159,0.003,0.0,-0.004,0.001
2018-01-01 21:01:00-06:00,1.55,0.002,0.004,0.218,0.002,0.13,0.029,0.03,1.989,0.001,0.039,0.003,0.0,0.731,0.089,0.006,1.484,0.007,0.159,0.003,0.0,-0.004,0.003
2018-01-01 21:02:00-06:00,1.455,0.002,0.004,0.218,0.002,0.13,0.029,0.03,1.982,0.001,0.039,0.003,0.0,0.731,0.088,0.006,1.49,0.007,0.158,0.003,0.0,-0.004,0.003
2018-01-01 21:03:00-06:00,1.312,0.002,0.004,0.218,0.002,0.13,0.029,0.03,1.792,0.001,0.038,0.003,0.001,0.732,0.088,0.006,1.463,0.007,0.158,0.003,0.0,-0.004,0.003
2018-01-01 21:04:00-06:00,1.188,0.002,0.004,0.218,0.002,0.13,0.029,0.03,1.777,0.001,0.038,0.003,0.001,0.732,0.089,0.006,1.465,0.007,0.157,0.003,0.0,-0.004,0.003
2018-01-01 21:05:00-06:00,1.208,0.002,0.005,0.218,0.002,0.131,0.029,0.03,1.726,0.001,0.038,0.003,0.001,0.733,0.037,0.006,1.328,0.007,0.156,0.003,0.0,-0.004,0.003
2018-01-01 21:06:00-06:00,1.196,0.002,0.004,0.218,0.002,0.13,0.029,0.03,1.725,0.001,0.038,0.003,0.001,0.733,0.033,0.006,0.848,0.008,0.154,0.003,0.0,-0.005,0.001
2018-01-01 21:07:00-06:00,1.171,0.002,0.004,0.218,0.002,0.13,0.029,0.03,1.729,0.001,0.038,0.003,0.001,0.733,0.039,0.006,0.83,0.008,0.154,0.003,0.0,-0.005,0.001
2018-01-01 21:08:00-06:00,1.186,0.002,0.004,0.218,0.002,0.13,0.029,0.03,1.733,0.001,0.038,0.003,0.001,0.733,0.043,0.006,0.691,0.008,0.037,0.003,0.0,-0.005,0.0
2018-01-01 21:09:00-06:00,1.187,0.002,0.004,0.217,0.002,0.13,0.029,0.03,1.734,0.001,0.038,0.003,0.001,0.733,0.043,0.006,0.656,0.008,0.001,0.003,0.0,-0.005,0.0
2018-01-01 21:10:00-06:00,1.226,0.002,0.004,0.217,0.002,0.13,0.029,0.03,1.736,0.001,0.038,0.003,0.001,0.734,0.045,0.006,0.681,0.008,0.001,0.003,0.0,-0.005,0.0
2018-01-01 21:11:00-06:00,1.299,0.002,0.005,0.217,0.002,0.13,0.029,0.03,1.735,0.001,0.038,0.003,0.001,0.735,0.044,0.006,0.68,0.008,0.001,0.003,0.0,-0.005,0.0
2018-01-01 21:12:00-06:00,1.498,0.002,0.004,0.217,0.002,0.13,0.029,0.03,1.735,0.001,0.038,0.003,0.001,0.735,0.044,0.006,1.489,0.007,0.41,0.004,0.0,-0.004,0.002
2018-01-01 21:13:00-06:00,1.479,0.002,0.004,0.217,0.002,0.13,0.029,0.03,1.736,0.001,0.038,0.003,0.001,0.735,0.043,0.006,2.649,0.004,0.516,0.006,0.001,-0.003,0.004
2018-01-01 21:14:00-06:00,1.447,0.002,0.004,0.217,0.002,0.13,0.029,0.03,1.737,0.001,0.038,0.003,0.001,0.735,0.043,0.006,1.32,0.007,0.514,0.004,0.0,-0.004,0.001
2018-01-01 21:15:00-06:00,1.447,0.002,0.004,0.217,0.002,0.13,0.029,0.03,1.738,0.001,0.038,0.003,0.001,0.735,0.045,0.006,1.156,0.007,0.512,0.004,0.0,-0.004,0.001
2018-01-01 21:16:00-06:00,1.431,0.002,0.005,0.217,0.002,0.133,0.029,0.03,1.735,0.001,0.038,0.003,0.001,0.735,0.043,0.006,1.151,0.007,0.511,0.004,0.0,-0.004,0.001
2018-01-01 21:17:00-06:00,1.416,0.002,0.004,0.217,0.002,0.128,0.029,0.03,1.735,0.001,0.038,0.003,0.001,0.735,0.043,0.006,1.169,0.007,0.512,0.004,0.0,-0.004,0.001
2018-01-01 21:18:00-06:00,1.457,0.002,0.004,0.217,0.002,0.129,0.029,0.03,1.736,0.001,0.038,0.003,0.001,0.735,0.043,0.006,1.433,0.007,0.512,0.004,0.0,-0.004,0.002
2018-01-01 21:19:00-06:00,1.581,0.001,0.004,0.218,0.002,0.152,0.029,0.03,1.743,0.001,0.038,0.003,0.001,0.736,0.043,0.006,1.775,0.006,0.513,0.004,0.0,-0.004,0.004
2018-01-01 21:20:00-06:00,1.638,0.001,0.004,0.218,0.002,0.142,0.029,0.03,1.747,0.001,0.038,0.003,0.001,0.736,0.044,0.006,1.766,0.006,0.513,0.004,0.0,-0.004,0.004
2018-01-01 21:21:00-06:00,1.626,0.001,0.004,0.218,0.002,0.127,0.029,0.03,1.736,0.001,0.038,0.003,0.001,0.736,0.042,0.006,1.759,0.006,0.513,0.004,0.0,-0.004,0.004
2018-01-01 21:22:00-06:00,1.629,0.001,0.004,0.218,0.002,0.134,0.029,0.03,1.736,0.001,0.038,0.003,0.001,0.736,0.042,0.006,1.754,0.006,0.512,0.004,0.0,-0.003,0.004
2018-01-01 21:23:00-06:00,1.63,0.001,0.004,0.218,0.002,0.134,0.029,0.03,1.754,0.001,0.038,0.003,0.001,0.737,0.061,0.006,1.744,0.006,0.512,0.004,0.0,-0.003,0.004
2018-01-01 21:24:00-06:00,1.63,0.001,0.004,0.218,0.002,0.134,0.029,0.03,1.789,0.001,0.038,0.003,0.001,0.737,0.094,0.006,1.766,0.006,0.512,0.004,0.0,-0.004,0.004
2018-01-01 21:25:00-06:00,1.538,0.001,0.004,0.218,0.002,0.134,0.029,0.03,1.791,0.001,0.038,0.003,0.001,0.737,0.096,0.006,1.424,0.007,0.513,0.004,0.0,-0.004,0.002
2018-01-01 21:26:00-06:00,1.441,0.002,0.004,0.218,0.002,0.133,0.029,0.03,1.772,0.001,0.038,0.003,0.001,0.737,0.078,0.006,1.161,0.007,0.513,0.004,0.0,-0.004,0.001
2018-01-01 21:27:00-06:00,1.185,0.002,0.005,0.218,0.002,0.133,0.029,0.03,1.565,0.001,0.038,0.003,0.001,0.534,0.072,0.006,1.16,0.007,0.514,0.004,0.0,-0.004,0.001
2018-01-01 21:28:00-06:00,1.165,0.002,0.005,0.218,0.002,0.133,0.029,0.03,1.668,0.001,0.038,0.003,0.001,0.638,0.071,0.006,1.156,0.007,0.514,0.004,0.0,-0.004,0.001
2018-01-01 21:29:00-06:00,1.164,0.002,0.004,0.218,0.002,0.133,0.029,0.03,1.845,0.001,0.038,0.003,0.001,0.815,0.073,0.006,0.722,0.008,0.076,0.003,0.0,-0.005,0.0
2018-01-01 21:30:00-06:00,1.164,0.002,0.004,0.218,0.002,0.132,0.029,0.03,1.836,0.001,0.038,0.003,0.001,0.809,0.068,0.006,0.647,0.008,0.002,0.003,0.0,-0.005,0.0
2018-01-01 21:31:00-06:00,1.164,0.002,0.004,0.218,0.002,0.132,0.029,0.03,1.831,0.001,0.038,0.003,0.001,0.805,0.07,0.006,0.645,0.008,0.002,0.003,0.0,-0.005,0.0
2018-01-01 21:32:00-06:00,1.212,0.004,0.004,0.218,0.002,0.133,0.029,0.03,1.83,0.001,0.038,0.003,0.001,0.803,0.071,0.006,0.648,0.008,0.002,0.003,0.0,-0.005,0.0
2018-01-01 21:33:00-06:00,1.237,0.019,0.004,0.218,0.002,0.133,0.03,0.03,1.824,0.001,0.038,0.003,0.001,0.801,0.068,0.006,0.821,0.008,0.174,0.003,0.0,-0.005,0.001
